ID;NOM;TYPE;PROP_VEGE_HAUTE;ADRESSE;ARRONDISSEMENT;OUVERTURE;OUVERTURE_24H;OUVERTURE_CANICULE;HORAIRES_LUNDI;HORAIRES_MARDI;HORAIRES_MERCREDI;HORAIRES_JEUDI;HORAIRES_VENDREDI;HORAIRES_SAMEDI;HORAIRES_DIMANCHE;LATITUDE;LONGITUDE
517;SQUARE RUE DES PERICHAUX;Promenades ouvertes;12.396943;123 BD LEFEBVRE;75015;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8296376737;2.29877818881
518;SQUARE AUGUSTE RENOIR;Promenades ouvertes;28.513029;205 RUE RAYMOND LOSSERAND;75014;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.828197557;2.30951094721
519;Bois de Boulogne;Bois;88.55810600000001;;75016;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8640979629;2.24632591573
520;SQUARE SAINTE-HELENE;Promenades ouvertes;56.52071600000001;43 RUE LETORT;75018;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8962335425;2.34310310499
521;MAIL BELLIARD;Jardinets décoratifs;95.33470700000001;1 V RUE LEIBNIZ;75018;;Non;Non;;;;;;;;48.8963311634;2.33434985394
522;JARDINIERE ANGLE DES RUES DES HAUDRIETTES - TEMPLE;Décorations sur la voie publique;12.716609000000002;7   RUE DES HAUDRIETTES;75003;;Non;Non;;;;;;;;48.8617353124;2.35707004847
523;JARDINIERES DE LA PLACE DU PERE MARCELLIN CHAMPAGNAT;Décorations sur la voie publique;28.367897000000003;8   PLACE DU PERE MARCELLIN CHAMPAGNAT;75016;;Non;Non;;;;;;;;48.8561890486;2.28029395419
524;PROMENADE DU QUAI ANDRE CITROEN;Promenades ouvertes;5.100608;13   QUAI ANDRE CITROEN;75015;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8476350492;2.2794839
525;ALEXANDRE 1ER DE YOUGOSLAVIE;Promenades ouvertes;47.845287000000006;5 BIS PLACE DE COLOMBIE;75016;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8635956407;2.26814628497
526;SQUARE MARIGNY;Promenades ouvertes;12.917863000000002;AVENUE DES CHAMPS ELYSEES;94300;;Non;Non;;;;;;;;48.84612954;2.43944343804
527;JARDIN DE L’ESPLANADE DES GRANDS MOULINS;Promenades ouvertes;3.078925;8 RUE MARGUERITE DURAS;75013;Ouvert;Oui;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8295277716;2.38144514728
528;JARDIN DE LA PLACE DU MARECHAL DELATTRE DE TASSIGNY;Promenades ouvertes;33.669711;5 PL MARECHAL LATTRE TASSIGNY;75016;;Oui;Non;;;;;;;;48.8716234365;2.2749197363
529;SQUARE ANNA DE NOAILLES;Promenades ouvertes;23.496074;46 BD AMIRAL BRUIX;75016;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.875520379;2.27771570325
530;JARDIN DE L'AVENUE FOCH - PELOUSE 13;Promenades ouvertes;37.196194999999996;10 AV FOCH;75016;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8731422598;2.29140996371
531;JARDIN DE LA COUR DE LA FERME SAINT-LAZARE;Promenades ouvertes;0.377944;6 SQ ALBAN SATRAGNE;75010;;Non;Non;;;;;;;;48.8759707048;2.35418862308
532;JARDIN DE LA FONDATION NATIONALE DES ARTS GRAPHIQUES ET PLASTIQUES SALOMON DE ROTHSCHILD;Promenades ouvertes;41.919181;22 RUE BALZAC;75008;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8751631692;2.30281037196
533;SQUARE ALBAN SATRAGNE;Promenades ouvertes;16.616676;107 B RUE FAUBOURG SAINT DENIS;75010;Ouvert;Non;Non;08:00 - 19:00;08:00 - 19:00;08:00 - 19:00;08:00 - 19:00;08:00 - 19:00;09:00 - 19:00;09:00 - 19:00;48.8755610041;2.35498297536
534;SQUARE ANDRE BRECHET;Promenades ouvertes;33.012525;22 RUE ANDRE BRECHET;75017;Ouvert;Non;Non;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:00 - 18:00;09:00 - 18:00;48.899018878;2.32515198225
535;JARDIN BRASSAI;Promenades ouvertes;14.676262000000001;2 RUE EUGENE ATGET;75013;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8288013894;2.34961724964
536;SQUARE JEHAN RICTUS;Promenades ouvertes;62.487963;14 PL ABBESSES;75018;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8848618584;2.33869512077
537;L'Auberge du Bonheur;Bois;33.813707;Allée de Longchamp;75016;;Non;Non;;;;;;;;48.8621709117;2.24033391535
538;Théâtre de Marionnettes de Saint Mandé;Bois;62.226649;5 Avenue de Bel Air;75012;;Non;Non;;;;;;;;48.8427604037;2.42075027056
539;SQUARE HECTOR MALOT;Promenades ouvertes;49.160959999999996;17 RUE HECTOR MALOT;75012;Ouvert;Non;Non;08:00 - 19:00;08:00 - 19:00;08:00 - 19:00;08:00 - 19:00;08:00 - 19:00;09:00 - 19:00;09:00 - 19:00;48.8471135208;2.37691355581
540;JARDIN YACINE KATEB;Promenades ouvertes;16.899168;18 RUE WATTEAU;75013;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8346970785;2.35628820517
541;SQUARE ALLERAY - SAINT-AMAND;Promenades ouvertes;31.784074;90 RUE ALLERAY;75015;;Non;Non;;;;;;;;48.8358576504;2.30843054521
542;JARDIN DE LA RUE COMPANS;Promenades ouvertes;34.490205;39 RUE COMPANS;75019;Ouvert;Non;Non;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8780052589;2.39259023118
543;SQUARE LOUIS MAJORELLE;Promenades ouvertes;26.177853000000002;28 RUE FORGE ROYALE;75011;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8521146306;2.38128104111
544;SQUARE VAN VOLLENHOVEN;Promenades ouvertes;34.870592;5 RUE MARCEL DUBOIS;75012;Ouvert;Non;Non;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8346033565;2.40677077776
545;Association Escapade Liberté, Mobilité;Bois;20.143227;Carrefour de la Patte d'Oie;75012;;Non;Non;;;;;;;;48.8220825414;2.44282087056
546;Bois de Vincennes;Bois;71.301965;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.830494724;2.46233963465
547;Bois de Vincennes;Bois;38.14098;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8291046749;2.41351875159
548;Bois de Vincennes;Bois;32.526101000000004;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.830988558;2.41367625715
549;SQUARE HENRI COLLET;Promenades ouvertes;10.583906;18 RUE GROS;75016;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8517796386;2.27557165504
550;JARDIN DE L'ABONDANCE;Promenades ouvertes;10.0;2 AVENUE DE TOURVILLE;75007;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8543777316;2.31362666265
551;SQUARE CLAUDE CHARPENTIER;Promenades ouvertes;60.102049;14 RUE MONT CENIS;75018;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8875050676;2.34180008491
552;SQUARE ALEXIS CLEREL DE TOCQUEVILLE;Promenades ouvertes;6.364116;89 RUE TOCQUEVILLE;75017;Ouvert;Non;Non;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8866762285;2.3066709215
553;Bois de Vincennes;Bois;92.013672;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8373410081;2.42854004353
554;Bois de Vincennes;Bois;95.733286;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8223356987;2.43154155982
555;JARDIN DE L'HOPITAL SAINTE-PERINE;Promenades ouvertes;37.23758;41 RUE MIRABEAU;75016;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.844609281;2.26876700896
556;SQUARE HELENE;Promenades ouvertes;0.444398;12 RUE HELENE;75017;;Non;Non;;;;;;;;48.88647972;2.32474648456
557;SQUARE DE L'EGLISE NOTRE-DAME DE LA CROIX;Promenades ouvertes;19.159024;12 RUE EUPATORIA;75020;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8687405718;2.38816836609
558;PARC MONCEAU;Promenades ouvertes;36.952534;1 PL REPUBLIQUE DOMINICAINE;75008;Ouvert;Non;Oui;07:00 - 20:00;07:00 - 20:00;07:00 - 20:00;07:00 - 20:00;07:00 - 20:00;07:00 - 20:00;07:00 - 20:00;;
559;;;;;;;;;;;;;;;;;
560;JARDIN MARGUERITE LONG;Promenades ouvertes;63.170387000000005;2 AV SALONIQUE;75017;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8819299243;2.28393244748
561;JARDIN DE L'AVENUE FOCH - PELOUSE 09;Promenades ouvertes;34.313249;10 AV FOCH;75016;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;;
562;;;;;;;;;;;;;;;;;
563;SQUARE DE LA FOLIE-REGNAULT;Promenades ouvertes;19.729737;24 RUE FOLIE REGNAULT;75011;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8574476481;2.38789158005
564;SQUARE YVETTE CHAUVIRE;Promenades ouvertes;50.780578;25 PL COMMERCE;75015;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8450193667;2.29295163378
565;SQUARE PATURLE;Promenades ouvertes;0.888691;1 RUE PATURLE;75014;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8287871726;2.30677032556
566;JARDIN BIOPARK;Promenades ouvertes;3.855002;11 RUE WATT;75013;Ouvert;Oui;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8278058149;2.38305176398
567;SQUARE DE LA PLACE LOUISE LOSSERAND;Promenades ouvertes;97.064897;145 RUE RAYMOND LOSSERAND;75014;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8311521201;2.31334930573
568;SQUARE ALEXANDRE ET RENE PARODI;Promenades ouvertes;18.09636;1 PL PORTE MAILLOT;75016;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8764810635;2.28087907005
569;Fort Neuf;Bois;28.738796;Cours des Maréchaux;75012;;Non;Non;;;;;;;;48.8420582631;2.44308073567
570;Jeu de boules de Saint Maurice;Bois;34.717939;8 w Route Saint Louis;75012;;Non;Non;;;;;;;;48.8257909188;2.42528194436
571;Bois de Vincennes;Bois;42.239711;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8302059665;2.403849549
572;Square Emmanuel FLEURY;Promenades ouvertes;38.1719;40 RUE VAU;75020;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.870412885;2.41194582676
573;PROMENADE RICHARD LENOIR TERRAIN DE BOULES JULES FERRY;Promenades ouvertes;55.371163;35   BOULEVARD RICHARD LENOIR;75011;;Oui;Non;;;;;;;;48.866591065;2.36901201642
574;PROMENADE RICHARD LENOIR  PELEE-SAINT SEBASTIEN (ALLEE PAULINE LEON);Promenades ouvertes;45.209597;35   BOULEVARD RICHARD LENOIR;75011;;Oui;Non;;;;;;;;48.8610923567;2.37250023258
575;JARDIN OLYMPIADES;Promenades ouvertes;0.0;42   RUE DU JAVELOT;75013;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8245162784;2.36556468633
576;JARDINET DE LA RUE DE L'AMIRAL MOUCHEZ;Jardinets décoratifs;21.610359000000003;72 BIS RUE DE L' AMIRAL MOUCHEZ;75014;;Non;Non;;;;;;;;48.8214020975;2.34231134635
577;JARDINIERES DE L'AVENUE DE LA PORTE DE VINCENNES (20EME);Décorations sur la voie publique;8.698628;1   AVENUE DE LA PORTE DE VINCENNES;75020;;Non;Non;;;;;;;;48.8471766233;2.4126545045
578;ECOLE D'HORTICULTURE DU BREUIL;Promenades ouvertes;5.750311;0   ROUTE DE LA FERME;75012;;Non;Non;;;;;;;;48.8233968693;2.46052559374
579;JARDIN MARIE TRINTIGNANT;Promenades ouvertes;0.24205999999999997;17 RUE AVE MARIA;75004;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8530587269;2.35938217019
580;JARDIN ANAIS NIN;Promenades ouvertes;56.850192;2 V RUE JEAN OBERLE;75019;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8994706173;2.37071205117
581;SQUARE DE L'ABBE MIGNE;Promenades ouvertes;48.838481;1 T PL DENFERT ROCHEREAU;75014;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8338011221;2.33270851606
582;JARDIN DE L'AVENUE FOCH - PELOUSE 23;Promenades ouvertes;36.691006;10 AV FOCH;75016;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8714213629;2.27655209104
583;SQUARE DU TEMPLE;Promenades ouvertes;36.572197;50 RUE BRETAGNE;75003;Ouvert;Non;Non;08:00 - 19:00;08:00 - 19:00;08:00 - 19:00;08:00 - 19:00;08:00 - 19:00;09:00 - 19:00;09:00 - 19:00;48.8644579662;2.36075526453
584;SQUARE PIERRE DE GAULLE;Promenades ouvertes;51.236031000000004;2 PL PRESIDENT MITHOUARD;75007;Ouvert;Non;Non;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8509756894;2.31318798249
585;JARDIN MEDIEVAL DU MUSEE DE CLUNY;Promenades ouvertes;41.600808;73 BD SAINT GERMAIN;75005;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8508155974;2.34414001388
586;SQUARE GABRIEL PIERNE;Promenades ouvertes;28.544161000000003;9 RUE SEINE;75006;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.856915483;2.33679413509
587;JARDINS ROSA LUXEMBOURG;Promenades ouvertes;60.00000000000001;22 RUE PAJOL;75018;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8889709185;2.36333482681
588;Parc de Belleville;Promenades ouvertes;35.555681;45 RUE COURONNES;75020;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;;
589;;;;;;;;;;;;;;;;;
590;PARC CLICHY BATIGNOLLES - MARTIN LUTHER KING;Promenades ouvertes;9.999999999999999e-05;;75017;Ouvert;Non;Non;07:00 - 18:00;07:00 - 18:00;07:00 - 18:00;07:00 - 18:00;07:00 - 18:00;08:00 - 18:00;08:00 - 18:00;48.8926240535;2.31236948188
591;Le Pavillon des Princes;Bois;2.552874;69 Avenue de la Porte d'Auteuil;75016;;Non;Non;;;;;;;;48.8477752426;2.24271082032
592;SQUARE CHARLES PEGUY;Promenades ouvertes;41.322731000000005;21 RUE ROTTEMBOURG;75012;Ouvert;Non;Non;08:00 - 19:00;08:00 - 19:00;08:00 - 19:00;08:00 - 19:00;08:00 - 19:00;09:00 - 19:00;09:00 - 19:00;48.8392065607;2.40640189466
593;Stade Roland Garros;Bois;10.021067;Avenue de la Porte d'Auteuil;75016;;Non;Non;;;;;;;;48.8470977977;2.24813760955
594;Les Bosquettes Saint James;Bois;47.241984;6 Allée de Madrid à Neuilly;75016;;Non;Non;;;;;;;;48.8754316787;2.25671595557
595;Bois de Boulogne;Bois;49.534725;;75016;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;;
596;;;;;;;;;;;;;;;;;
597;JARDIN DU POTAGER (ANCIEN HOPITAL LAENNEC);Promenades ouvertes;10.0;29 RUE DE BABYLONE;75007;Ouvert;Non;Non;08:00 - 19:00;08:00 - 19:00;08:00 - 19:00;08:00 - 19:00;08:00 - 19:00;09:00 - 19:00;09:00 - 19:00;48.8506276635;2.32139762196
598;SQUARE JEAN CHERIOUX;Promenades ouvertes;36.751577000000005;260 RUE VAUGIRARD;75015;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8401918958;2.30061935133
599;Jardin Emmi Pickler;Promenades ouvertes;0.0;3 RUE OLIVIER METRA;75020;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8716298186;2.39523323212
600;SQUARE JEAN COCTEAU;Promenades ouvertes;36.494673;126 AV FELIX FAURE;75015;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8387168469;2.28045142647
601;SQUARE PIERRE-ADRIEN DALPAYRAT;Promenades ouvertes;20.451724000000002;21 RUE COTENTIN;75015;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8378875325;2.31316646555
602;Bois de Boulogne;Bois;53.646539000000004;;75016;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8677145343;2.2682375947
603;Bois de Boulogne;Bois;80.97975600000001;;75016;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;;
604;;;;;;;;;;;;;;;;;
605;Bois de Boulogne;Bois;64.709345;;75016;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8520350321;2.23166678404
606;Bois de Vincennes;Bois;75.360855;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8333011635;2.4217536378
607;Jardin de la gare de Charonne;Promenades ouvertes;51.488124;59 BD DAVOUT;75020;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8522404546;2.40971337232
608;Bois de Vincennes;Bois;63.629633;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.836350945;2.42531587546
609;Bois de Vincennes;Bois;23.841432;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8433560014;2.43887232514
610;MAIL EMILE BOLLAERT;Promenades ouvertes;44.759491000000004;18 AV PORTE AUBERVILLIERS;75019;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.899974819;2.37344405776
611;SQUARE SEVERINE;Promenades ouvertes;27.798351999999998;1 AV PORTE BAGNOLET;75020;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8656590727;2.41015030393
612;SQUARE CLAUDE BERNARD;Promenades ouvertes;18.13901;176 BD MACDONALD;75019;Ouvert;Non;Non;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8992627867;2.37528919152
613;Square Louis LUMIERE (Centre Handisports);Promenades ouvertes;50.770826;42 RUE LOUIS LUMIERE;75020;;Non;Non;;;;;;;;48.8599569156;2.41163173672
614;SQUARE MARC SEGUIN;Promenades ouvertes;96.523779;27 RUE MARC SEGUIN;75018;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8919733228;2.36119422625
615;Bois de Vincennes;Bois;39.418626;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8278658755;2.41061305523
616;SQUARE THEODORE MONOD;Promenades ouvertes;63.801363;23 RUE FER MOULIN;75005;Ouvert;Non;Non;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:00 - 18:00;09:00 - 18:00;48.838752019;2.35371062798
617;SQUARE EDOUARD VAILLANT;Promenades ouvertes;64.50046900000001;3 B RUE CHINE;75020;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8655254427;2.40021554013
618;Parc Zoologique de Paris;Bois;13.672049999999999;65 Avenue de Saint Maurice;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;;
619;;;;;;;;;;;;;;;;;
620;SQUARE FREDERIC LEMAITRE;Promenades ouvertes;82.224935;42 X QU VALMY;75010;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8693201022;2.36688129577
621;Bois de Boulogne;Bois;37.714782;;75016;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;;
622;;;;;;;;;;;;;;;;;
623;Bois de Vincennes;Bois;75.455241;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8419090046;2.4561059253
624;JARDINET DE LA PLACE RAOUL FOLLEREAU;Jardinets décoratifs;27.136291;2   PLACE  RAOUL FOLLEREAU;75010;;Non;Non;;;;;;;;;
625;;;;;;;;;;;;;;;;;
626;JARDINIERES DE LA RUE DES MORILLONS;Décorations sur la voie publique;45.692031;38 BIS  RUE DES MORILLONS;75015;;Non;Non;;;;;;;;;
627;;;;;;;;;;;;;;;;;
628;;;;;;;;;;;;;;;;;
629;MAIL PIERRE DESPROGES DIT TROTTOIR PIERRE DESPROGES;Promenades ouvertes;68.550155;143   RUE DE LA ROQUETTE;75011;;Oui;Non;;;;;;;;48.8590860644;2.38518194028
630;SQUARE ALBERT BESNARD;Promenades ouvertes;8.477603;9 PL MARECHAL JUIN;75017;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8849354404;2.29732370083
