ID;TYPE;MODELE;VOIE;COMMUNE;DISPONIBILITE;DEBUT_INDISPO;FIN_INDISPO;MOTIF_INDISPO;LATITUDE;LONGITUDE
596;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;SQUARE DU TEMPLE;PARIS 3EME ARRONDISSEMENT;OUI;;;;48.8649070867;2.36019807937
597;FONTAINE_BOIS;GHM Bois;RUE DES ARENES;PARIS 5EME ARRONDISSEMENT;NON;2020-12-07T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8451978606;2.35336958224
598;FONTAINE_BOIS;Bayard D1;SQUARE DE L AMERIQUE LATINE;PARIS 17EME ARRONDISSEMENT;OUI;;;;48.8860799346;2.28967849234
599;FONTAINE_BOIS;GHM Bois;SQUARE FELIX DESRUELLES;PARIS 6EME ARRONDISSEMENT;OUI;;;;48.8537061253;2.33434332456
600;FONTAINE_BOIS;GHM Bois;RUE ROBERT BLANCHE;PARIS 10EME ARRONDISSEMENT;NON;2021-02-09T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8771548187;2.36418756737
601;FONTAINE_BOIS;GHM Bois;RUE DU CHATEAU DES RENTIERS;PARIS 13EME ARRONDISSEMENT;NON;2020-12-03T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8253260485;2.36935353037
602;FONTAINE_BOIS;Particulier;JARDIN DES 2 MOULINS;PARIS 13EME ARRONDISSEMENT;NON;2020-12-03T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8304905536;2.35803069518
603;FONTAINE_BOIS;GHM Bois;SQUARE GERBERT;PARIS 15EME ARRONDISSEMENT;NON;2020-12-11T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8399761448;2.29790537939
604;FONTAINE_BOIS;Ville de Paris Bois;ALLEE DU BORD DE L EAU;PARIS 16EME ARRONDISSEMENT;NON;2020-04-30T04:00:00+02:00;;APP SANS EAU;48.8579596587;2.22858399037
605;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;SQUARE MONSEIGNEUR MAILLET;PARIS 19EME ARRONDISSEMENT;NON;2020-12-07T02:00:00+01:00;;FERMETURE HIVERNALE;48.8771270303;2.39357709078
606;FONTAINE_BOIS;GHM Bois;PARC DE BELLEVILLE;PARIS 20EME ARRONDISSEMENT;OUI;;;;48.8708794533;2.38426766512
607;FONTAINE_BOIS;Particulier;SQUARE ERNEST CHAUSSON;PARIS 17EME ARRONDISSEMENT;NON;2021-02-09T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.887515045;2.3249216797
608;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;AVENUE GAMBETTA;PARIS 20EME ARRONDISSEMENT;NON;2020-12-07T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8631833986;2.38976273089
609;FONTAINE_BOIS;Bayard D1;PLACE 5 MARTYRS LYCEE BUFFON;PARIS 15EME ARRONDISSEMENT;NON;2020-12-09T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8396074478;2.31807548485
610;FONTAINE_BOIS;GHM Bois;RUE RAYMOND QUENEAU;PARIS 18EME ARRONDISSEMENT;NON;2020-12-10T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8957097261;2.36118249759
611;FONTAINE_BOIS;Bayard D1;PARC DE PASSY;PARIS 16EME ARRONDISSEMENT;NON;2021-02-08T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8561152086;2.28360058124
612;FONTAINE_BOIS;Bayard D1;AVENUE DE POLOGNE;PARIS 16EME ARRONDISSEMENT;NON;2020-12-02T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8686094863;2.27286681134
613;FONTAINE_BOIS;GHM Bois;JARDIN EMILE GALLE;PARIS 11EME ARRONDISSEMENT;NON;2021-02-09T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8540619009;2.39032478611
614;FONTAINE_BOIS;Ville de Paris Bois;ALLEE DE LONGCHAMP;PARIS 16EME ARRONDISSEMENT;NON;2021-01-19T02:00:00+01:00;2021-03-31T04:00:00+02:00;APP SANS EAU;48.8677940052;2.25079352537
615;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;PARC MONCEAU;PARIS 8EME ARRONDISSEMENT;NON;2020-12-04T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8785529247;2.30680927536
616;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;PARC MONCEAU;PARIS 8EME ARRONDISSEMENT;NON;2020-12-04T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8784042914;2.30847724135
617;FONTAINE_BOIS;GHM Bois;RUE DU COMMANDANT L HERMINIER;PARIS 20EME ARRONDISSEMENT;OUI;;;;48.8487649578;2.41611589385
618;FONTAINE_BOIS;GHM Bois;RUE DU TRANSVAAL;PARIS 20EME ARRONDISSEMENT;NON;2020-12-02T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8714233477;2.38706116193
619;FONTAINE_BOIS;Particulier;AVENUE DE LA PORTE DE VANVES;PARIS 14EME ARRONDISSEMENT;NON;2020-12-10T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8250850554;2.30362391204
620;FONTAINE_BOIS;Santa Cole Atlantida;AVENUE RENE FONCK;PARIS 19EME ARRONDISSEMENT;NON;2020-12-02T02:00:00+01:00;;FERMETURE HIVERNALE;48.8791099175;2.40854569941
621;FONTAINE_BOIS;Wallace Bois;PARC FLORAL;PARIS 12EME ARRONDISSEMENT;OUI;;;;48.8369900338;2.44741144241
622;FONTAINE_BOIS;GHM Bois;RUE D ALLERAY;PARIS 15EME ARRONDISSEMENT;OUI;;;;48.8356855452;2.30479859103
623;FONTAINE_BOIS;Bayard D1;RUE LAMARCK;PARIS 18EME ARRONDISSEMENT;NON;2020-12-10T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8860902777;2.34417084219
624;FONTAINE_BOIS;Bayard D1;PASSAGE FREQUEL;PARIS 20EME ARRONDISSEMENT;NON;2020-12-07T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8573300235;2.401393647
625;FONTAINE_BOIS;GHM Bois;SQUARE PIERRE ADRIEN DALPAYRAT;PARIS 15EME ARRONDISSEMENT;OUI;;;;48.8384888416;2.3139979883
626;FONTAINE_BOIS;GHM Bois;ESPLANADE NATHALIE SARRAUTE;PARIS 18EME ARRONDISSEMENT;OUI;;;;48.8879891388;2.36303834039
627;FONTAINE_BOIS;GHM Bois;AVENUE JACQUES DE LINIERS;PARIS 19EME ARRONDISSEMENT;NON;2021-02-09T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8793114322;2.38242634822
628;FONTAINE_BOIS;GHM Bois;RUE BELGRAND;PARIS 20EME ARRONDISSEMENT;NON;2020-12-08T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.865352278;2.40007255913
629;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;CITE INTERNATIONALE UNIVERSITAIRE DE PARIS;PARIS 14EME ARRONDISSEMENT;OUI;;;;48.8206425991;2.33061466292
630;FONTAINE_BOIS;Santa Cole Atlantida;AVENUE DE FRANCE;PARIS 13EME ARRONDISSEMENT;NON;2020-12-03T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8319462853;2.3735552682
631;FONTAINE_BOIS;;CIMETIERE PARISIEN DE BAGNEUX;BAGNEUX;NON;2020-11-24T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8095728055;2.31184536429
632;FONTAINE_BOIS;;CIMETIERE PARISIEN DE BAGNEUX;BAGNEUX;NON;2020-11-24T02:00:00+01:00;;FERMETURE HIVERNALE;48.8088647846;2.31150442003
633;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2020-11-23T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.7595784366;2.37348855301
634;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2020-11-23T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.7669886829;2.37645063087
635;FONTAINE_BOIS;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2020-11-23T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.9059985511;2.41401137337
636;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;CIMETIERE PARISIEN DE THIAIS;THIAIS;OUI;;;;48.7632717051;2.37100192128
637;FONTAINE_BOIS;;CIMETIERE PARISIEN D'IVRY;IVRY-SUR-SEINE;OUI;;;;48.8139631101;2.36908789513
638;FONTAINE_BOIS;;CIMETIERE PARISIEN DE SAINT-OUEN;SAINT-OUEN;NON;2020-11-25T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.9083782519;2.34781215604
639;FONTNE_WALLACE;Caryatides;RUE JULIETTE DODU;PARIS 10EME ARRONDISSEMENT;OUI;;;;48.8759795746;2.36852722667
640;FONTNE_WALLACE;Caryatides;BOULEVARD DU PALAIS;PARIS 4EME ARRONDISSEMENT;OUI;;;;48.8548560795;2.34557441559
641;FONTNE_WALLACE;Caryatides;RUE DE L ANNONCIATION;PARIS 16EME ARRONDISSEMENT;OUI;;;;48.8561730221;2.28034086948
642;FONTNE_WALLACE;Caryatides;PLACE ROBERT DESNOS;PARIS 10EME ARRONDISSEMENT;OUI;;;;48.8774474413;2.36853099673
643;FONTNE_WALLACE;Caryatides;BOULEVARD PASTEUR;PARIS 15EME ARRONDISSEMENT;OUI;;;;48.8449922191;2.31096010211
644;FONTNE_WALLACE;Caryatides;RUE DE MEAUX;PARIS 19EME ARRONDISSEMENT;OUI;;;;48.8853917779;2.38093356992
645;FONTNE_WALLACE;Caryatides;PLACE PIERRE RIBOULET;PARIS 13EME ARRONDISSEMENT;OUI;;;;48.8220964096;2.34957292632
646;FONTNE_WALLACE;Caryatides;BOULEVARD EDGAR QUINET;PARIS 14EME ARRONDISSEMENT;OUI;;;;48.8409829241;2.32495330034
647;FTNE_POING_EAU;Fontaine Poing d'Eau;BOULEVARD DAVOUT;PARIS 20EME ARRONDISSEMENT;NON;2020-09-28T04:00:00+02:00;2021-03-31T04:00:00+02:00;APP A REPARER;48.8515454658;2.41115157598
648;BORNE_FONTAINE;BF Bayard;RUE DIDOT;PARIS 14EME ARRONDISSEMENT;OUI;;;;48.8298203442;2.31794382643
649;BORNE_FONTAINE;GHM Ville de Paris;RUE SERPOLLET;PARIS 20EME ARRONDISSEMENT;OUI;;;;48.8609302137;2.41076972379
650;FONTAINE_ARCEAU;Fontaine Arceau;RUE GASTON TESSIER;PARIS 19EME ARRONDISSEMENT;OUI;;;;48.8960092708;2.37394556683
651;FONTAINE_ARCEAU;Fontaine Arceau;PLACE DE LA NATION;PARIS 11EME ARRONDISSEMENT;OUI;;;;48.8492889302;2.39647375636
652;FONTAINE_BOIS;Wallace Bois;AVENUE DE GRAVELLE;PARIS 12EME ARRONDISSEMENT;NON;2020-11-19T02:00:00+01:00;2021-03-31T04:00:00+02:00;FERMETURE HIVERNALE;48.8242668143;2.42323221292
653;FONTAINE_BOIS;Wallace Bois;ROUTE CEINTURE LAC DAUMESNIL;PARIS 12EME ARRONDISSEMENT;NON;2020-11-19T02:00:00+01:00;2021-03-31T04:00:00+02:00;FERMETURE HIVERNALE;48.8323470863;2.40783472777
654;FONTAINE_BOIS;Wallace Bois;AVENUE DES TRIBUNES;PARIS 12EME ARRONDISSEMENT;NON;2020-11-19T02:00:00+01:00;2021-03-31T04:00:00+02:00;FERMETURE HIVERNALE;48.8271424183;2.43041445479
655;FONTAINE_BOIS;Wallace Bois;AVENUE DES TRIBUNES;PARIS 12EME ARRONDISSEMENT;NON;2020-11-19T02:00:00+01:00;2021-03-31T04:00:00+02:00;FERMETURE HIVERNALE;48.8264151789;2.43284851571
656;FONTAINE_BOIS;Ville de Paris Bois;RUE VERCINGETORIX;PARIS 14EME ARRONDISSEMENT;OUI;;;;48.8334312513;2.31216628942
657;FONTAINE_BOIS;Particulier;BOULEVARD DE LA BASTILLE;PARIS 12EME ARRONDISSEMENT;OUI;;;;48.8506054774;2.36849670426
658;FONTAINE_BOIS;GHM Bois;PLACE DE LA PORTE D AUTEUIL;PARIS 16EME ARRONDISSEMENT;OUI;;;;48.8474834396;2.25564111231
659;FONTAINE_BOIS;GHM Bois;JARDIN JAMES JOYCE;PARIS 13EME ARRONDISSEMENT;NON;2020-12-04T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8358371411;2.37350965484
660;FONTAINE_BOIS;Particulier;JARDIN JAMES JOYCE;PARIS 13EME ARRONDISSEMENT;NON;2020-12-04T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8362664567;2.37374540883
661;FONTAINE_BOIS;GHM Bois;SQUARE DES MISSIONS ETRANGERES;PARIS 7EME ARRONDISSEMENT;NON;2020-12-11T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8526196074;2.3244906408
662;FONTAINE_BOIS;Particulier;BOULEVARD LEFEBVRE;PARIS 15EME ARRONDISSEMENT;NON;2019-11-29T02:00:00+01:00;2021-03-31T04:00:00+02:00;FERME DEMANDE TIERS;48.8295634805;2.29952842687
663;FONTAINE_BOIS;GHM Bois;RUE JONAS;PARIS 13EME ARRONDISSEMENT;NON;2020-12-04T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8287034527;2.3495145469
664;FONTAINE_BOIS;Particulier;RUE GANDON;PARIS 13EME ARRONDISSEMENT;NON;2020-12-04T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.820575766;2.36300636215
665;FONTAINE_BOIS;GHM Bois;RUE DE LA BONNE;PARIS 18EME ARRONDISSEMENT;NON;2020-12-10T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.888117856;2.34352858232
666;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;SQUARE SAINT LAURENT;PARIS 10EME ARRONDISSEMENT;NON;2020-12-02T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8746493806;2.3579555764
667;FONTAINE_BOIS;GHM Bois;SQUARE DES JARDINIERS;PARIS 11EME ARRONDISSEMENT;NON;2020-12-04T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8521004001;2.39065191209
668;FONTAINE_BOIS;GHM Bois;SQUARE PIERRE JOSEPH REDOUTE;PARIS 11EME ARRONDISSEMENT;NON;2020-12-03T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8549061269;2.38794976555
669;FONTAINE_BOIS;Particulier;RUE DU MOULINET;PARIS 13EME ARRONDISSEMENT;NON;2020-12-04T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8269216418;2.3538276487
670;FONTAINE_BOIS;GHM Bois;RUE D EUPATORIA;PARIS 20EME ARRONDISSEMENT;NON;2020-12-07T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8689453822;2.38814500704
671;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;SQUARE CLAUDE NICOLAS LEDOUX;PARIS 14EME ARRONDISSEMENT;NON;2020-12-09T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8343306895;2.33128933098
672;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;PLACE DES VOSGES;PARIS 4EME ARRONDISSEMENT;NON;2020-12-03T02:00:00+01:00;2021-04-30T04:00:00+02:00;;48.8557860359;2.36543820241
673;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;PLACE DES VOSGES;PARIS 4EME ARRONDISSEMENT;NON;2020-12-03T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8557348183;2.36576973447
674;FONTAINE_BOIS;GHM Bois;RUE DE COURCELLES;PARIS 17EME ARRONDISSEMENT;OUI;;;;48.8887310981;2.29417607174
675;FONTAINE_BOIS;Santa Cole Atlantida;PARC CLICHY BATIGNOLLES MARTIN LUTHER KING;PARIS 17EME ARRONDISSEMENT;NON;2021-02-09T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8914510038;2.31480012914
676;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;PARC MONCEAU;PARIS 8EME ARRONDISSEMENT;NON;2020-12-04T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8783612854;2.30749558681
677;FONTAINE_BOIS;GHM Bois;RUE DE LAGNY;PARIS 20EME ARRONDISSEMENT;NON;2020-12-04T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8487190935;2.40472009607
678;FONTAINE_BOIS;Ville de Paris Bois;ROUTE DES TRIBUNES;PARIS 16EME ARRONDISSEMENT;NON;2020-11-18T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8640002902;2.23331228011
679;FONTAINE_BOIS;GHM Bois;JARDIN DE L HOTEL SALE;PARIS 3EME ARRONDISSEMENT;NON;2020-12-02T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8601603444;2.36137539126
680;FONTAINE_BOIS;;RUE DU DEPARTEMENT;PARIS 18EME ARRONDISSEMENT;NON;2021-02-09T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8867854171;2.36178059959
681;FONTAINE_BOIS;Bayard BF3;RUE BALTARD;PARIS 1ER ARRONDISSEMENT;NON;2020-08-25T04:00:00+02:00;;APP SIGNALE;48.8621407399;2.34605297552
682;FONTAINE_BOIS;;RUE D HAUTPOUL;PARIS 19EME ARRONDISSEMENT;NON;2020-11-24T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8844869828;2.38751817136
683;FONTAINE_BOIS;;PLACE NATTIER;PARIS 18EME ARRONDISSEMENT;NON;2020-11-27T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8889761736;2.33035530112
684;FONTAINE_BOIS;;AVENUE DE L OUEST;PARIS 14EME ARRONDISSEMENT;OUI;;;;48.8398949225;2.32515896031
685;FONTAINE_BOIS;;RUE LEOPOLD ROBERT;PARIS 14EME ARRONDISSEMENT;OUI;;;;48.8393309923;2.32929582596
686;FONTAINE_BOIS;;RUE THEODORE HAMONT;PARIS 12EME ARRONDISSEMENT;NON;2020-11-25T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8325551219;2.39680698081
687;FONTAINE_BOIS;;AVENUE CIRCULAIRE;PARIS 20EME ARRONDISSEMENT;OUI;;;;48.8588144819;2.39811064936
688;FONTAINE_BOIS;Particulier;RUE DU CHEMIN DE FER;PARIS 19EME ARRONDISSEMENT;NON;2018-04-05T04:00:00+02:00;;FERME DEMANDE TIERS;48.9000898562;2.3893567665
689;FONTAINE_BOIS;Ville de Paris Bois;PARC DE BAGATELLE;PARIS 16EME ARRONDISSEMENT;NON;2020-11-16T02:00:00+01:00;2021-04-13T04:00:00+02:00;FERMETURE HIVERNALE;48.8735171404;2.25016575566
690;FONTAINE_BOIS;Ville de Paris Bois;CHEMIN DE LA CROIX CATELAN;PARIS 16EME ARRONDISSEMENT;NON;2020-11-16T02:00:00+01:00;2021-04-13T04:00:00+02:00;FERMETURE HIVERNALE;48.8645794062;2.25421586534
691;FONTAINE_BOIS;Bayard BF3;BOULEVARD PEREIRE;PARIS 17EME ARRONDISSEMENT;OUI;;;;48.8808099393;2.28936991829
692;FONTAINE_BOIS;Particulier;RUE DE CAMBRAI;PARIS 19EME ARRONDISSEMENT;NON;2020-12-03T02:00:00+01:00;;FERMETURE HIVERNALE;48.8954913683;2.3778328648
693;FONTAINE_BOIS;GHM Bois;RUE PIAT;PARIS 20EME ARRONDISSEMENT;NON;2020-12-02T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8715083346;2.3848707203
694;FONTAINE_BOIS;GHM Bois;SQUARE PAUL PARAY;PARIS 17EME ARRONDISSEMENT;NON;2021-02-19T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERME DEMANDE TIERS;48.8897061344;2.30826085062
695;FONTAINE_BOIS;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;OUI;;;;48.9097782802;2.4136874411
696;FONTAINE_BOIS;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2020-11-23T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.9021833343;2.4096778394
697;FONTAINE_BOIS;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2020-11-25T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.9025766118;2.40873797294
698;FONTAINE_BOIS;;CIMETIERE PARISIEN DE BAGNEUX;BAGNEUX;NON;2020-11-24T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8089193092;2.31365298779
699;FONTAINE_BOIS;;CIMETIERE PARISIEN DE BAGNEUX;BAGNEUX;NON;2020-11-24T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8051590179;2.30512834055
700;FONTAINE_BOIS;Santa Cole Atlantida;RUE DU PRE;PARIS 18EME ARRONDISSEMENT;OUI;;;;48.8964714923;2.36329198108
701;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2020-11-23T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.7582471172;2.37436129702
702;FONTAINE_BOIS;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2020-11-23T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.9033110923;2.41612294599
703;FONTAINE_BOIS;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2020-11-25T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.9077201398;2.40505721049
704;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2020-11-23T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.7648542612;2.37521591816
705;FONTAINE_TOTEM;Fontaine Totem;QUAI D ORSAY;PARIS 7EME ARRONDISSEMENT;NON;2020-12-14T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8629489487;2.30942001233
706;FONTNE_WALLACE;Caryatides;BOULEVARD DE MENILMONTANT;PARIS 20EME ARRONDISSEMENT;OUI;;;;48.8602736566;2.38893237959
707;FONTNE_WALLACE;Caryatides;RUE VAVIN;PARIS 6EME ARRONDISSEMENT;OUI;;;;48.8436812856;2.33029358343
708;FONTNE_WALLACE;Caryatides;QUAI DES GRANDS AUGUSTINS;PARIS 6EME ARRONDISSEMENT;NON;2020-08-27T04:00:00+02:00;;APP A REPARER;48.8560958334;2.3406509881
709;FONTNE_WALLACE;Caryatides;PASSAGE DU PONT AUX BICHES;PARIS 3EME ARRONDISSEMENT;OUI;;;;48.8674998835;2.3585768124
710;FONTNE_WALLACE;Caryatides;RUE BEAUNIER;PARIS 14EME ARRONDISSEMENT;OUI;;;;48.8237827181;2.33152625107
711;FONTNE_WALLACE;Caryatides;RUE DE MEAUX;PARIS 19EME ARRONDISSEMENT;OUI;;;;48.8847356496;2.37943740447
712;FONTNE_WALLACE;Caryatides;PLACE MICHEL PETRUCCIANI;PARIS 18EME ARRONDISSEMENT;OUI;;;;48.8945186007;2.34440190015
713;FONTNE_WALLACE;Caryatides;RUE JEAN VARENNE;PARIS 18EME ARRONDISSEMENT;OUI;;;;48.8979941611;2.33528509297
714;FTNE_PETILLANTE;Fontaine pétillante;QUAI ANATOLE FRANCE;PARIS 7EME ARRONDISSEMENT;NON;2020-12-14T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8626286333;2.31974925423
715;FTNE_PETILLANTE;Fontaine pétillante;RUE DULAURE;PARIS 20EME ARRONDISSEMENT;OUI;;;;48.8662525148;2.4097600277
716;BORNE_FONTAINE;GHM Ronde;COURS DE VINCENNES;PARIS 12EME ARRONDISSEMENT;OUI;;;;48.8478632017;2.40022544615
717;BORNE_FONTAINE;GHM Ronde;COURS DE VINCENNES;PARIS 12EME ARRONDISSEMENT;OUI;;;;48.8473440013;2.40605814459
718;FONTAINE_ARCEAU;Fontaine Arceau;AVENUE EMILE ZOLA;PARIS 15EME ARRONDISSEMENT;OUI;;;;48.8469598578;2.29569969617
719;FONTAINE_ARCEAU;Fontaine Arceau;BOULEVARD ORNANO;PARIS 18EME ARRONDISSEMENT;OUI;;;;48.8916971928;2.34978098056
720;FONTAINE_BOIS;Wallace Bois;ROUTE CEINTURE LAC DAUMESNIL;PARIS 12EME ARRONDISSEMENT;OUI;;;;48.8284770667;2.41378112225
721;FONTAINE_BOIS;Wallace Bois;ROUTE DE LA PYRAMIDE;PARIS 12EME ARRONDISSEMENT;NON;2020-11-18T02:00:00+01:00;2021-03-31T04:00:00+02:00;FERMETURE HIVERNALE;48.830866992;2.44870272543
722;FONTAINE_BOIS;GHM Bois;PLACE PAUL PAINLEVE;PARIS 5EME ARRONDISSEMENT;NON;2020-12-07T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8501868985;2.34427688765
723;FONTAINE_BOIS;GHM Bois;RUE DES SUISSES;PARIS 14EME ARRONDISSEMENT;NON;2020-12-08T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8310829475;2.31461041398
724;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;RUE DE L EGLISE;PARIS 15EME ARRONDISSEMENT;NON;2020-12-10T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.843806536;2.28948218016
725;FONTAINE_BOIS;Ville de Paris Bois;PARC DE BAGATELLE;PARIS 16EME ARRONDISSEMENT;NON;2020-11-16T02:00:00+01:00;2021-04-13T04:00:00+02:00;FERMETURE HIVERNALE;48.8703219967;2.24641578579
726;FONTAINE_BOIS;GHM Bois;RUE DES CLOYS;PARIS 18EME ARRONDISSEMENT;NON;2020-12-09T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8921392966;2.33809924143
727;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;PLACE JOFFRE;PARIS 7EME ARRONDISSEMENT;NON;2020-12-08T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8525487982;2.30177215658
