ID;TYPE;MODELE;VOIE;COMMUNE;DISPONIBILITE;DEBUT_INDISPO;FIN_INDISPO;MOTIF_INDISPO;LATITUDE;LONGITUDE
435;FONTAINE_BOIS;Ville de Paris Bois;ROUTE DE LA GRANDE CASCADE;PARIS 16EME ARRONDISSEMENT;NON;2020-11-16T02:00:00+01:00;2021-04-13T04:00:00+02:00;FERMETURE HIVERNALE;48.8631925664;2.25957816465
436;FONTAINE_BOIS;Ville de Paris Bois;ROUTE SEINE A LA BUTTE MORTEMART;PARIS 16EME ARRONDISSEMENT;NON;2020-12-15T02:00:00+01:00;2021-04-13T04:00:00+02:00;FERMETURE HIVERNALE;48.8519425302;2.25648389017
437;FONTAINE_BOIS;Particulier;PORTE DE VANVES;PARIS 14EME ARRONDISSEMENT;NON;2020-12-10T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8249699085;2.30439380076
438;FONTAINE_BOIS;Santa Cole Atlantida;RUE DES LONGUES RAIES;PARIS 13EME ARRONDISSEMENT;OUI;;;;48.8212838449;2.35401246571
439;FONTAINE_BOIS;Bayard D1;ALLEE LOUIS ARAGON;PARIS 1ER ARRONDISSEMENT;NON;2020-12-03T02:00:00+01:00;2021-04-30T04:00:00+02:00;;48.8629126038;2.3436088751
440;FONTAINE_BOIS;GHM Bois;AVENUE LA GROTTE;PARIS 19EME ARRONDISSEMENT;NON;2020-12-09T02:00:00+01:00;;FERMETURE HIVERNALE;48.8817778461;2.38378820254
441;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;AVENUE PRINCIPALE;PARIS 20EME ARRONDISSEMENT;OUI;;;;48.8601320446;2.38918599859
442;FONTAINE_BOIS;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;OUI;;;;48.9087532932;2.4014954588
443;FONTAINE_BOIS;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;OUI;;;;48.9046904994;2.40766264204
444;FONTAINE_BOIS;;CIMETIERE PARISIEN DE BAGNEUX;BAGNEUX;NON;2020-11-24T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8067466946;2.30918866302
445;FONTAINE_BOIS;;CIMETIERE PARISIEN DE BAGNEUX;BAGNEUX;NON;2020-11-24T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8022240176;2.30688493162
446;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2020-11-24T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.7613872006;2.38013753693
447;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2020-11-24T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.7615759665;2.37657419311
448;FONTAINE_BOIS;;RUE PIERRE MAUROY;PARIS 18EME ARRONDISSEMENT;OUI;;;;48.8971659034;2.3577035703
449;FONTAINE_BOIS;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2020-11-25T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.9078631034;2.4108261048
450;FONTAINE_BOIS;;CIMETIERE PARISIEN D'IVRY;IVRY-SUR-SEINE;NON;2020-11-26T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8102488369;2.36606424694
451;FONTAINE_BOIS;;CIMETIERE PARISIEN DE SAINT-OUEN;SAINT-OUEN;NON;2020-11-25T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.9070238016;2.34823647918
452;FONTAINE_TOTEM;Fontaine Totem;VOIE GEORGES POMPIDOU;PARIS 4EME ARRONDISSEMENT;NON;2020-12-21T02:00:00+01:00;;FERMETURE HIVERNALE;48.8533166365;2.3570331219
453;FONTNE_WALLACE;Caryatides;RUE CUSTINE;PARIS 18EME ARRONDISSEMENT;NON;2020-09-11T04:00:00+02:00;2021-03-31T04:00:00+02:00;APP A REPARER;48.8873006871;2.3493488768
454;FONTNE_WALLACE;Caryatides;RUE BELGRAND;PARIS 20EME ARRONDISSEMENT;OUI;;;;48.8649251374;2.399510374
455;FONTNE_WALLACE;Caryatides;BOULEVARD DELESSERT;PARIS 16EME ARRONDISSEMENT;OUI;;;;48.8587395388;2.28513611111
456;FONTNE_WALLACE;Caryatides;RUE DES FRERES MORANE;PARIS 15EME ARRONDISSEMENT;OUI;;;;48.84155166;2.29143017339
457;FONTNE_WALLACE;Caryatides;ALLEE DES JUSTES DE FRANCE;PARIS 4EME ARRONDISSEMENT;OUI;;;;48.8551127905;2.35594900199
458;FONTNE_WALLACE;Caryatides;RUE BRANCION;PARIS 15EME ARRONDISSEMENT;OUI;;;;48.8320175584;2.3026224692
459;FTNE_POING_EAU;Fontaine Poing d'Eau;RUE DES REGLISES;PARIS 20EME ARRONDISSEMENT;OUI;;;;48.8548703436;2.4100925923
460;BORNE_FONTAINE;GHM Ronde;AVENUE LA PTE DE CLIGNANCOURT;PARIS 18EME ARRONDISSEMENT;NON;2021-02-19T02:00:00+01:00;2021-04-30T04:00:00+02:00;APP A REPARER;48.8991522563;2.34396824032
461;BORNE_FONTAINE;GHM Ville de Paris;RUE BLANCHARD;PARIS 20EME ARRONDISSEMENT;OUI;;;;48.8576378596;2.41052036556
462;BORNE_FONTAINE;GHM Ville de Paris;RUE VERCINGETORIX;PARIS 14EME ARRONDISSEMENT;NON;2020-12-09T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8281267044;2.30527433201
463;FONTAINE_ARCEAU;Fontaine Arceau;RUE SAINT ANTOINE;PARIS 4EME ARRONDISSEMENT;OUI;;;;48.8535561858;2.36703891768
464;FONTAINE_BOIS;GHM Bois;BOULEVARD RICHARD LENOIR;PARIS 11EME ARRONDISSEMENT;NON;2020-12-07T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8633563845;2.37142537114
465;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;AVENUE CHARLES RISLER;PARIS 7EME ARRONDISSEMENT;NON;2020-06-29T04:00:00+02:00;;FERME DEMANDE TIERS;48.8537444811;2.29942798896
466;FONTAINE_BOIS;Wallace Bois;ROUTE DU LAC DE SAINT-MANDE;PARIS 12EME ARRONDISSEMENT;NON;2020-11-23T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.83856278;2.42279406684
467;FONTAINE_BOIS;GHM Bois;PLACE C.PECQUEUR;PARIS 18EME ARRONDISSEMENT;NON;2020-12-09T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8892658807;2.33818406267
468;FONTAINE_BOIS;GHM Bois;MAIL DE BIEVRE;PARIS 13EME ARRONDISSEMENT;NON;2020-12-04T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8297974204;2.34482134901
469;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;RUE CENSIER;PARIS 5EME ARRONDISSEMENT;NON;2020-12-07T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8395974275;2.3502881776
470;FONTAINE_BOIS;Ville de Paris Bois;ROUTE DE L ETOILE;PARIS 16EME ARRONDISSEMENT;NON;2020-11-20T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8734133103;2.26651206443
471;FONTAINE_BOIS;Bayard D1;CITE DEBERGUE;PARIS 12EME ARRONDISSEMENT;OUI;;;;48.8467521729;2.40471683506
472;FONTAINE_BOIS;GHM Bois;RUE DU CHEVALERET;PARIS 13EME ARRONDISSEMENT;OUI;;;;48.8281541002;2.37736953417
473;FONTAINE_BOIS;GHM Bois;RUE DE MENILMONTANT;PARIS 20EME ARRONDISSEMENT;NON;2020-12-02T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8703574408;2.39635501132
474;FONTAINE_BOIS;GHM Bois;SQUARE TARAS CHEVTCHENKO;PARIS 6EME ARRONDISSEMENT;OUI;;;;48.8545404597;2.33105496218
475;FONTAINE_BOIS;Particulier;RUE DE BABYLONE;PARIS 7EME ARRONDISSEMENT;NON;2020-12-11T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8514052192;2.32047122905
476;FONTAINE_BOIS;GHM Bois;SQUARE DE L ABBE ESQUERRE;PARIS 7EME ARRONDISSEMENT;NON;2020-12-08T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8502439112;2.31360552719
477;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;ALLEE MAURICE BAUMONT;PARIS 7EME ARRONDISSEMENT;NON;2020-12-08T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.857989845;2.29683127124
478;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;AVENUE CHARLES RISLER;PARIS 7EME ARRONDISSEMENT;NON;2020-12-08T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8540021859;2.30006711232
479;FONTAINE_BOIS;GHM Bois;SQUARE BOUCICAUT;PARIS 7EME ARRONDISSEMENT;OUI;;;;48.8513817555;2.32558615228
480;FONTAINE_BOIS;Particulier;RUE REGNAULT;PARIS 13EME ARRONDISSEMENT;NON;2020-12-04T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8231212453;2.36783586952
481;FONTAINE_BOIS;GHM Bois;PARC DES BUTTES CHAUMONT;PARIS 19EME ARRONDISSEMENT;NON;2020-12-07T02:00:00+01:00;;FERMETURE HIVERNALE;48.8802120988;2.37989208518
482;FONTAINE_BOIS;GHM Bois;JARDIN DAMIA;PARIS 11EME ARRONDISSEMENT;NON;2021-03-03T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.854978771;2.39450007227
483;FONTAINE_BOIS;GHM Bois;RUE DE LA ROQUETTE;PARIS 11EME ARRONDISSEMENT;NON;2020-12-04T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8591657481;2.38445016364
484;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;PARC MONTSOURIS;PARIS 14EME ARRONDISSEMENT;OUI;;;;48.8238962368;2.33667782213
485;FONTAINE_BOIS;GHM Bois;JARDIN EMILE GALLE;PARIS 11EME ARRONDISSEMENT;NON;2020-12-03T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8536712972;2.39096622815
486;FONTAINE_BOIS;Wallace Bois;SQUARE GEORGES LAMARQUE;PARIS 14EME ARRONDISSEMENT;OUI;;;;48.8347057262;2.33083132329
487;FONTAINE_BOIS;Ville de Paris Bois;RUE DU MOULIN VERT;PARIS 14EME ARRONDISSEMENT;OUI;;;;48.8313421216;2.32031627211
488;FONTAINE_BOIS;GHM Bois;RUE MARCEL SEMBAT;PARIS 18EME ARRONDISSEMENT;OUI;;;;48.8985474261;2.33823633084
489;FONTAINE_BOIS;Wallace Bois;ROND POINT DE LA PYRAMIDE;PARIS 12EME ARRONDISSEMENT;NON;2020-11-18T02:00:00+01:00;2021-03-31T04:00:00+02:00;FERMETURE HIVERNALE;48.8336257193;2.44483502196
490;FONTAINE_BOIS;Bayard D1;RUE D ALESIA;PARIS 14EME ARRONDISSEMENT;NON;2020-12-08T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8326444505;2.31075311773
491;FONTAINE_BOIS;GHM Bois;RUE ALEXANDRE CABANEL;PARIS 15EME ARRONDISSEMENT;NON;2020-12-08T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8479344061;2.30251365303
492;FONTAINE_BOIS;GHM Bois;JARDIN DES CHAMPS ELYSEES;PARIS 8EME ARRONDISSEMENT;NON;2020-12-04T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8668707032;2.31896737202
493;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;SQUARE MARCEL PAGNOL;PARIS 8EME ARRONDISSEMENT;NON;2020-12-04T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8759396325;2.31992188385
494;FONTAINE_BOIS;GHM Bois;BOULEVARD D ALGERIE;PARIS 19EME ARRONDISSEMENT;NON;2020-12-02T02:00:00+01:00;;FERMETURE HIVERNALE;48.8817607396;2.39741349187
495;FONTAINE_BOIS;GHM Bois;SQUARE DE LA SALAMANDRE;PARIS 20EME ARRONDISSEMENT;NON;2020-12-07T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8581564568;2.40637126517
496;FONTAINE_BOIS;Santa Cole Atlantida;AVENUE RENE FONCK;PARIS 19EME ARRONDISSEMENT;NON;2020-12-02T02:00:00+01:00;;FERMETURE HIVERNALE;48.879413863;2.40834962303
497;FONTAINE_BOIS;;AVENUE DU TUNNEL;PARIS 18EME ARRONDISSEMENT;OUI;;;;48.8885261594;2.3294995486
498;FONTAINE_BOIS;;AVENUE DE L EST;PARIS 14EME ARRONDISSEMENT;OUI;;;;48.8381899744;2.32837209966
499;FONTAINE_BOIS;Particulier;PARC ANDRE CITROEN;PARIS 15EME ARRONDISSEMENT;OUI;;;;48.841430676;2.27307135679
500;FONTAINE_BOIS;Ville de Paris Bois;SQUARE DE ROCAMADOUR;PARIS 16EME ARRONDISSEMENT;NON;2020-11-16T02:00:00+01:00;2021-04-13T04:00:00+02:00;FERMETURE HIVERNALE;48.8521221669;2.25749932585
501;FONTAINE_BOIS;Particulier;RUE DE LA CROIX NIVERT;PARIS 15EME ARRONDISSEMENT;NON;2020-12-08T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8368280003;2.29017199957
502;FONTAINE_BOIS;Particulier;ESPLANADE MAX GUEDJ;PARIS 15EME ARRONDISSEMENT;NON;2020-12-10T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8410483868;2.27891654111
503;FONTAINE_BOIS;GHM Bois;AVENUE DE LA CASCADE;PARIS 19EME ARRONDISSEMENT;NON;2021-02-09T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8799233783;2.38574539005
504;FONTAINE_BOIS;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2020-11-23T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.9062819454;2.41926383853
505;FONTAINE_BOIS;;CIMETIERE PARISIEN DE BAGNEUX;BAGNEUX;NON;2020-11-24T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8028721695;2.3055835721
506;FONTAINE_BOIS;Santa Cole Atlantida;RUE LOUIS DELAPORTE;PARIS 20EME ARRONDISSEMENT;OUI;;;;48.8477638191;2.41370317665
507;FONTAINE_BOIS;Santa Cole Atlantida;RUE DU PRE;PARIS 18EME ARRONDISSEMENT;OUI;;;;48.8970658879;2.36263428252
508;FONTAINE_BOIS;GHM Bois;ALLEE BLAISE CENDRARS;PARIS 1ER ARRONDISSEMENT;NON;2020-12-03T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8625837074;2.3453591958
509;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2020-11-24T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.7621255615;2.37620881338
510;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2020-11-23T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.7657288868;2.37634336477
511;FONTAINE_BOIS;;CIMETIERE PARISIEN D'IVRY;IVRY-SUR-SEINE;OUI;;;;48.81161266;2.3709070209
512;FONTAINE_BOIS;;CIMETIERE PARISIEN D'IVRY;IVRY-SUR-SEINE;NON;2020-11-26T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8094832071;2.37257977686
513;FONTAINE_BOIS;;CIMETIERE PARISIEN D'IVRY;IVRY-SUR-SEINE;NON;2020-11-26T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8086405723;2.36989992584
514;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2020-11-24T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.7581687804;2.37977395632
515;FONTAINE_BOIS;;CIMETIERE PARISIEN DE SAINT-OUEN;SAINT-OUEN;NON;2020-11-25T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.9103592804;2.3454087984
516;FONTAINE_BOIS;;CIMETIERE PARISIEN DE SAINT-OUEN;SAINT-OUEN;NON;2020-11-25T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.9077400816;2.350927066
517;FONTAINE_BOIS;;CIMETIERE PARISIEN DE SAINT-OUEN;SAINT-OUEN;NON;2020-11-25T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.909804488;2.34856017968
518;FONTAINE_BOIS;;CIMETIERE PARISIEN DE SAINT-OUEN;SAINT-OUEN;NON;2020-11-25T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.9070316268;2.35062438718
519;FONTAINE_BOIS;;CIMETIERE PARISIEN DE SAINT-OUEN;SAINT-OUEN;NON;2020-11-25T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.9066597639;2.34912355234
520;FONTAINE_TOTEM;Fontaine Totem;PLACE DE L HOTEL DE VILLE;PARIS 4EME ARRONDISSEMENT;OUI;;;;48.8565287225;2.35106615188
521;FONTAINE_TOTEM;Fontaine Totem;PLACE DE L HOTEL DE VILLE;PARIS 4EME ARRONDISSEMENT;OUI;;;;48.856961369;2.35193077888
522;FONTNE_WALLACE;Caryatides;RUE DE MONTEMPOIVRE;PARIS 12EME ARRONDISSEMENT;OUI;;;;48.8399544161;2.40461366999
523;FONTNE_WALLACE;Caryatides;PLACE OCTAVE CHANUTE;PARIS 20EME ARRONDISSEMENT;OUI;;;;48.8662352844;2.40631158595
524;FONTNE_WALLACE;Caryatides;PLACE LOUIS LEPINE;PARIS 4EME ARRONDISSEMENT;OUI;;;;48.8553972908;2.34771459942
525;FONTNE_WALLACE;Caryatides;RUE DES ENVIERGES;PARIS 20EME ARRONDISSEMENT;OUI;;;;48.8714233063;2.38588049401
526;FONTNE_WALLACE;Murale;RUE GEOFFROY SAINT HILAIRE;PARIS 5EME ARRONDISSEMENT;NON;2020-11-25T02:00:00+01:00;2021-03-31T04:00:00+02:00;FERMETURE HIVERNALE;48.8436828139;2.35512444346
527;FTNE_PETILLANTE;Fontaine pétillante;AVENUE DAUMESNIL;PARIS 12EME ARRONDISSEMENT;OUI;;;;48.8416415984;2.38773398167
528;FTNE_PETILLANTE;Fontaine pétillante;RUE NEUVE TOLBIAC;PARIS 13EME ARRONDISSEMENT;OUI;;;;48.8310388836;2.378007489
529;FTNE_PETILLANTE;Fontaine pétillante;QUAI DE VALMY;PARIS 10EME ARRONDISSEMENT;OUI;;;;48.878150403;2.36592104869
530;FTNE_PETILLANTE;Fontaine pétillante;RUE LEOPOLD BELLAN;PARIS 2EME ARRONDISSEMENT;OUI;;;;48.8666463777;2.344750807
531;FTNE_POING_EAU;Fontaine Poing d'Eau;BOULEVARD DAVOUT;PARIS 20EME ARRONDISSEMENT;OUI;;;;48.8528059466;2.41113005429
532;BORNE_FONTAINE;GHM Ville de Paris;RUE DE LA COSSONNERIE;PARIS 1ER ARRONDISSEMENT;OUI;;;;48.8615202373;2.34834923126
533;FONTAINE_ARCEAU;Fontaine Arceau;PLACE ANNE MARIE CARRIERE;PARIS 18EME ARRONDISSEMENT;OUI;;;;48.8859440256;2.33451810188
534;FONTAINE_BOIS;Wallace Bois;ROUTE DU GRAND PRIEUR;PARIS 12EME ARRONDISSEMENT;NON;2020-11-18T02:00:00+01:00;2021-03-31T04:00:00+02:00;FERMETURE HIVERNALE;48.8356114623;2.45541038249
535;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;ALLEE ADRIENNE LECOUVREUR;PARIS 7EME ARRONDISSEMENT;NON;2020-12-08T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8549051669;2.30176773328
536;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;BOULEVARD MARGUERITE DE ROCHECHOUART;PARIS 9EME ARRONDISSEMENT;NON;2020-12-11T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8825801448;2.34425225788
537;FONTAINE_BOIS;Wallace Bois;ROUTE DU PESAGE;PARIS 12EME ARRONDISSEMENT;NON;2020-11-19T02:00:00+01:00;2021-03-31T04:00:00+02:00;FERMETURE HIVERNALE;48.8208105954;2.44534909597
538;FONTAINE_BOIS;GHM Bois;RUE TAGORE;PARIS 13EME ARRONDISSEMENT;NON;2020-12-04T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8205321282;2.36026307686
539;FONTAINE_BOIS;GHM Bois;SQUARE PIERRE ET MARIE CURIE;PARIS 13EME ARRONDISSEMENT;OUI;;;;48.8411259178;2.36325676062
540;FONTAINE_BOIS;Bayard D1;PARC DE BELLEVILLE;PARIS 20EME ARRONDISSEMENT;NON;2020-12-02T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8720673579;2.38333989064
541;FONTAINE_BOIS;GHM Bois;SQUARE EMMANUEL FLEURY;PARIS 20EME ARRONDISSEMENT;NON;2020-12-03T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8706052618;2.41213389132
542;FONTAINE_BOIS;GHM Bois;RUE JOSEPH KESSEL;PARIS 12EME ARRONDISSEMENT;NON;2020-12-10T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8336915223;2.38345461784
543;FONTAINE_BOIS;GHM Bois;AVENUE DAUMESNIL;PARIS 12EME ARRONDISSEMENT;NON;2020-12-22T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8482155149;2.37400863329
544;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;AVENUE CHARLES RISLER;PARIS 7EME ARRONDISSEMENT;NON;2020-05-05T04:00:00+02:00;;APP A RENOUVELER;48.8537584529;2.30050072036
545;FONTAINE_BOIS;GHM Bois;QUAI DE VALMY;PARIS 10EME ARRONDISSEMENT;NON;2021-02-09T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.877999993;2.36587549866
546;FONTAINE_BOIS;GHM Bois;RUE DE LA MARSEILLAISE;PARIS 19EME ARRONDISSEMENT;NON;2021-02-08T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8879393439;2.39781203665
547;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;SQUARE DE LA TRINITE;PARIS 9EME ARRONDISSEMENT;NON;2021-02-10T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8768872212;2.33181716683
548;FONTAINE_BOIS;GHM Bois;SQUARE DE L ASPIRANT DUNAND;PARIS 14EME ARRONDISSEMENT;OUI;;;;48.8322428366;2.326200551
549;FONTAINE_BOIS;Wallace Bois;SQUARE FERDINAND BRUNOT;PARIS 14EME ARRONDISSEMENT;OUI;;;;48.8323786813;2.32670996339
550;FONTAINE_BOIS;GHM Bois;RUE CHARLES HERMITE;PARIS 18EME ARRONDISSEMENT;NON;2020-12-10T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.9002493455;2.36603920531
551;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;PARC MONCEAU;PARIS 8EME ARRONDISSEMENT;NON;2020-12-04T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8794335175;2.31024323097
552;FONTAINE_BOIS;GHM Bois;PLACE LEON BLUM;PARIS 11EME ARRONDISSEMENT;NON;2020-12-03T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8581799808;2.37991952952
553;FONTAINE_BOIS;GHM Bois;SQUARE DE LA BUTTE DU CHAPEAU ROUGE;PARIS 19EME ARRONDISSEMENT;NON;2020-12-02T02:00:00+01:00;;FERMETURE HIVERNALE;48.8818631113;2.39859009665
554;FONTAINE_BOIS;Particulier;JARDIN CASQUE D OR;PARIS 20EME ARRONDISSEMENT;NON;2020-12-03T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8542446274;2.40135725491
555;FONTAINE_BOIS;Santa Cole Atlantida;BOULEVARD PERIPHERIQUE;PARIS 19EME ARRONDISSEMENT;NON;2020-12-02T02:00:00+01:00;;FERMETURE HIVERNALE;48.8785282927;2.40768337086
556;FONTAINE_BOIS;Santa Cole Atlantida;AVENUE RENE FONCK;PARIS 19EME ARRONDISSEMENT;NON;2021-02-08T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8788397858;2.40872854812
557;FONTAINE_BOIS;Santa Cole Atlantida;AVENUE RENE FONCK;PARIS 19EME ARRONDISSEMENT;NON;2021-02-08T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.878293913;2.40881607354
558;FONTAINE_BOIS;Bayard D1;PLACE JACQUES MARETTE;PARIS 15EME ARRONDISSEMENT;NON;2020-12-11T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8321664949;2.29872014645
559;FONTAINE_BOIS;Bayard D1;PLACE JACQUES MARETTE;PARIS 15EME ARRONDISSEMENT;OUI;;;;48.8309522064;2.29941230172
560;FONTAINE_BOIS;Wallace Bois;AVENUE DE LA BELLE GABRIELLE;NOGENT-SUR-MARNE;NON;2020-11-18T02:00:00+01:00;2021-03-31T04:00:00+02:00;FERMETURE HIVERNALE;48.8343808159;2.4689490934
561;FONTAINE_BOIS;Santa Cole Atlantida;COUR DE LA FERME SAINT LAZARE;PARIS 10EME ARRONDISSEMENT;NON;2020-12-02T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.876067307;2.3541149566
562;FONTAINE_BOIS;;BOULEVARD PERIPHERIQUE;PARIS 17EME ARRONDISSEMENT;OUI;;;;48.8985995705;2.31526295754
563;FONTAINE_BOIS;;AVENUE CENTRALE;PARIS 17EME ARRONDISSEMENT;NON;2020-11-26T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8967901248;2.31567395592
564;FONTAINE_BOIS;;AVENUE DE LA CONSERVATION;PARIS 20EME ARRONDISSEMENT;OUI;;;;48.860158868;2.39081687454
565;FONTAINE_BOIS;Bayard BF3;AVENUE EUGENE DELACROIX;PARIS 20EME ARRONDISSEMENT;OUI;;;;48.8626081444;2.39315670721
566;FONTAINE_BOIS;Bayard D1;RUE RONSARD;PARIS 18EME ARRONDISSEMENT;NON;2019-06-03T04:00:00+02:00;;FERME DEMANDE TIERS;48.8847948839;2.3439475516
